segment,segment_local_departure_date,weekday,cabin_class,meal_time,meal_name,original_meal_count,original_passengers,original_percent,predicted_meal_count,predicted_total_passengers,predicted_percentage,protein_type
SIN CDG,2025-06-17,Tuesday,Y,Dinner,5C24 SIN FFM Gong Bao Chicken with Steamed Rice,59,98,60.2,65,98,66.33,Chicken
SIN CDG,2025-06-17,Tuesday,Y,Dinner,5C22 SIN FFM Poached Fish with Pasta in Dill Cream Sauce,39,98,39.8,33,98,33.67,Seafood
SIN CDG,2025-06-17,Tuesday,Y,Lunch,"5C19 SIN FFM Sweet & Sour Basa Fish, Egg Fried Rice with Mixed Vegetables",39,98,39.8,32,98,32.65,Seafood
SIN CDG,2025-06-17,Tuesday,Y,Lunch,"5C19 SIN FFM Chicken Meatball Marinara, Fusili",59,98,60.2,66,98,67.35,Chicken
SIN CDG,2025-06-18,Wednesday,Y,Dinner,5C24 SIN FFM Gong Bao Chicken with Steamed Rice,80,133,60.15,85,129,65.89,Chicken
SIN CDG,2025-06-18,Wednesday,Y,Dinner,5C22 SIN FFM Poached Fish with Pasta in Dill Cream Sauce,53,133,39.85,44,129,34.11,Seafood
SIN CDG,2025-06-18,Wednesday,Y,Lunch,"5C19 SIN FFM Sweet & Sour Basa Fish, Egg Fried Rice with Mixed Vegetables",53,133,39.85,43,129,33.33,Seafood
SIN CDG,2025-06-18,Wednesday,Y,Lunch,"5C19 SIN FFM Chicken Meatball Marinara, Fusili",80,133,60.15,86,129,66.67,Chicken
SIN CDG,2025-06-19,Thursday,Y,Dinner,5C22 SIN FFM Poached Fish with Pasta in Dill Cream Sauce,67,168,39.88,54,160,33.75,Seafood
SIN CDG,2025-06-19,Thursday,Y,Dinner,5C24 SIN FFM Gong Bao Chicken with Steamed Rice,101,168,60.12,106,160,66.25,Chicken
SIN CDG,2025-06-19,Thursday,Y,Lunch,"5C19 SIN FFM Sweet & Sour Basa Fish, Egg Fried Rice with Mixed Vegetables",67,168,39.88,53,160,33.12,Seafood
SIN CDG,2025-06-19,Thursday,Y,Lunch,"5C19 SIN FFM Chicken Meatball Marinara, Fusili",101,168,60.12,107,160,66.88,Chicken
SIN CDG,2025-06-20,Friday,Y,Dinner,5C24 SIN FFM Gong Bao Chicken with Steamed Rice,82,136,60.29,87,132,65.91,Chicken
SIN CDG,2025-06-20,Friday,Y,Dinner,5C22 SIN FFM Poached Fish with Pasta in Dill Cream Sauce,54,136,39.71,45,132,34.09,Seafood
