segment,segment_local_departure_date,weekday,cabin_class,meal_time,meal_name,original_meal_count,original_passengers,original_percent,predicted_meal_count,predicted_total_passengers,predicted_percentage,protein_type
BKK MAA,2025-05-20,Tuesday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",58,193,30.05,48,183,26.23,Seafood
BKK MAA,2025-05-20,Tuesday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",78,193,40.41,54,183,29.51,Vegetarian
BKK MAA,2025-05-21,Wednesday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",61,203,30.05,51,200,25.5,Seafood
BKK MAA,2025-05-21,Wednesday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",82,203,40.39,55,200,27.5,Vegetarian
BKK MAA,2025-05-21,Wednesday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",60,203,29.56,94,200,47.0,Chicken
BKK MAA,2025-05-22,Thursday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",55,136,40.44,46,144,31.94,Vegetarian
BKK MAA,2025-05-22,Thursday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",41,136,30.15,35,144,24.31,Seafood
BKK MAA,2025-05-22,Thursday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",40,136,29.41,63,144,43.75,Chicken
BKK MAA,2025-05-23,Friday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",52,174,29.89,43,172,25.0,Seafood
BKK MAA,2025-05-23,Friday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",70,174,40.23,49,172,28.49,Vegetarian
BKK MAA,2025-05-23,Friday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",52,174,29.89,80,172,46.51,Chicken
BKK MAA,2025-05-24,Saturday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",62,206,30.1,50,213,23.47,Seafood
BKK MAA,2025-05-24,Saturday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",83,206,40.29,71,213,33.33,Vegetarian
BKK MAA,2025-05-24,Saturday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",61,206,29.61,92,213,43.19,Chicken
BKK MAA,2025-05-25,Sunday,Y,Dinner,"5C19 BKK LRG Mixed Vegetables in Coconut Sauce, Black eye bean with Brinjal, Steamed Basmati Rice",90,224,40.18,70,231,30.3,Vegetarian
BKK MAA,2025-05-25,Sunday,Y,Dinner,"5C24 BKK FFM Madras Chicken with Steamed Rice, Carrot Corn Poriyal",67,224,29.91,103,231,44.59,Chicken
BKK MAA,2025-05-25,Sunday,Y,Dinner,"5C24 BKK FFM Fish Arrabiata with Fusilli Pasta, Mushrooms and Eggplant",67,224,29.91,58,231,25.11,Seafood
